id,year,overall_pick,team,player,college,years_active,games,points,total_rebounds,assists,field_goal_percentage,3_point_percentage,free_throw_percentage,points_per_game,average_total_rebounds,average_assists,win_shares,win_shares_per_48_minutes,box_plus_minus,value_over_replacement
1392,2013,10,POR,CJ McCollum,Lehigh,9.0,590.0,11341.0,2041.0,2044.0,0.455,0.396,0.81,19.2,3.5,3.5,40.3,0.104,1.3,15.7
1393,2013,11,PHI,Michael Carter-Williams,Syracuse,8.0,391.0,4023.0,1713.0,1701.0,0.402,0.255,0.706,10.3,4.4,4.4,6.6,0.032,-1.2,1.9
1394,2013,12,OKC,Steven Adams,Pitt,9.0,664.0,6157.0,5303.0,982.0,0.587,0.071,0.547,9.3,8.0,1.5,56.0,0.151,0.5,11.3
1395,2013,13,DAL,Kelly Olynyk,Gonzaga,9.0,610.0,6146.0,3087.0,1248.0,0.476,0.365,0.782,10.1,5.1,2.0,35.3,0.126,0.9,9.8
1396,2013,14,UTA,Shabazz Muhammad,UCLA,5.0,278.0,2504.0,770.0,151.0,0.473,0.319,0.751,9.0,2.8,0.5,8.5,0.085,-2.0,0.0
1397,2013,15,MIL,Giannis Antetokounmpo,,9.0,656.0,14321.0,6149.0,3020.0,0.535,0.288,0.718,21.8,9.4,4.6,87.5,0.197,6.0,43.3
1443,2014,1,CLE,Andrew Wiggins,Kansas,8.0,598.0,11519.0,2649.0,1393.0,0.448,0.35,0.723,19.3,4.4,2.3,24.0,0.055,-1.5,2.6
1444,2014,2,MIL,Jabari Parker,Duke,8.0,310.0,4380.0,1703.0,610.0,0.494,0.326,0.743,14.1,5.5,2.0,13.8,0.078,-0.8,2.5
1445,2014,3,PHI,Joel Embiid,Kansas,6.0,328.0,8535.0,3732.0,1080.0,0.49,0.338,0.81,26.0,11.4,3.3,43.7,0.205,5.9,20.4
1446,2014,4,ORL,Aaron Gordon,Arizona,8.0,528.0,6887.0,3310.0,1313.0,0.46,0.323,0.702,13.0,6.3,2.5,28.8,0.09,-0.1,7.3
1447,2014,5,UTA,Dante Exum,,6.0,245.0,1389.0,441.0,515.0,0.407,0.305,0.764,5.7,1.8,2.1,3.1,0.032,-3.3,-1.5
1448,2014,6,BOS,Marcus Smart,Oklahoma State,8.0,520.0,5438.0,1867.0,2318.0,0.382,0.321,0.78,10.5,3.6,4.5,29.5,0.092,-0.2,7.2
1449,2014,7,LAL,Julius Randle,Kentucky,8.0,518.0,9191.0,4814.0,1842.0,0.472,0.332,0.743,17.7,9.3,3.6,31.4,0.093,0.4,9.7
1450,2014,8,SAC,Nik Stauskas,Michigan,6.0,343.0,2290.0,691.0,515.0,0.389,0.354,0.812,6.7,2.0,1.5,3.9,0.028,-3.0,-1.7
1451,2014,9,CHH,Noah Vonleh,Indiana,7.0,339.0,1660.0,1742.0,257.0,0.459,0.308,0.691,4.9,5.1,0.8,9.2,0.078,-2.4,-0.6
1452,2014,10,PHI,Elfrid Payton,Louisiana,8.0,500.0,5036.0,2007.0,2868.0,0.447,0.287,0.623,10.1,4.0,5.7,15.8,0.057,-0.9,3.7
1453,2014,11,DEN,Doug McDermott,Creighton,8.0,527.0,4846.0,1236.0,496.0,0.476,0.409,0.82,9.2,2.3,0.9,19.2,0.084,-1.9,0.4
1454,2014,12,ORL,Dario Šarić,,5.0,356.0,4180.0,2086.0,699.0,0.441,0.357,0.838,11.7,5.9,2.0,16.4,0.088,-0.8,2.6
1455,2014,13,MIN,Zach LaVine,UCLA,8.0,478.0,9466.0,1876.0,1860.0,0.461,0.386,0.83,19.8,3.9,3.9,23.7,0.075,0.5,9.5
1456,2014,14,PHO,T.J. Warren,NC State,7.0,332.0,5142.0,1372.0,397.0,0.507,0.357,0.78,15.5,4.1,1.2,19.6,0.099,-0.2,4.2
1457,2014,15,ATL,Adreian Payne,Michigan State,4.0,107.0,429.0,315.0,66.0,0.406,0.254,0.68,4.0,2.9,0.6,-0.6,-0.019,-5.9,-1.4
1503,2015,1,MIN,Karl-Anthony Towns,Kentucky,7.0,482.0,11170.0,5465.0,1486.0,0.527,0.397,0.833,23.2,11.3,3.1,66.1,0.193,4.8,28.3
1504,2015,2,LAL,D'Angelo Russell,Ohio State,7.0,424.0,7504.0,1503.0,2370.0,0.42,0.356,0.781,17.7,3.5,5.6,14.4,0.055,0.5,8.0
1505,2015,3,PHI,Jahlil Okafor,Duke,6.0,247.0,2566.0,1169.0,225.0,0.542,0.222,0.676,10.4,4.7,0.9,7.2,0.071,-2.0,0.0
1506,2015,4,NYK,Kristaps Porziņģis,,6.0,337.0,6371.0,2649.0,537.0,0.444,0.353,0.82,18.9,7.9,1.6,27.1,0.125,1.7,9.6
1507,2015,5,ORL,Mario Hezonja,,5.0,330.0,2284.0,1026.0,415.0,0.417,0.319,0.812,6.9,3.1,1.3,3.2,0.025,-2.8,-1.2
1508,2015,6,SAC,Willie Cauley-Stein,Kentucky,7.0,422.0,3675.0,2470.0,598.0,0.544,0.188,0.612,8.7,5.9,1.4,23.3,0.121,-0.1,4.4
1509,2015,7,DEN,Emmanuel Mudiay,,6.0,302.0,3299.0,884.0,1143.0,0.401,0.323,0.744,10.9,2.9,3.8,-0.2,-0.001,-3.2,-2.2
1510,2015,8,DET,Stanley Johnson,Arizona,7.0,419.0,2632.0,1309.0,612.0,0.384,0.3,0.754,6.3,3.1,1.5,6.2,0.035,-2.8,-1.7
1511,2015,9,CHO,Frank Kaminsky,Wisconsin,7.0,377.0,3541.0,1527.0,619.0,0.429,0.348,0.743,9.4,4.1,1.6,15.2,0.092,-0.3,3.4
1512,2015,10,MIA,Justise Winslow,Duke,7.0,315.0,2633.0,1615.0,791.0,0.413,0.315,0.634,8.4,5.1,2.5,7.8,0.046,-2.1,-0.2
1513,2015,11,IND,Myles Turner,Texas,7.0,431.0,5485.0,2879.0,513.0,0.489,0.349,0.768,12.7,6.7,1.2,32.8,0.127,0.6,8.2
1514,2015,12,UTA,Trey Lyles,Kentucky,7.0,449.0,3503.0,1953.0,477.0,0.441,0.338,0.737,7.8,4.3,1.1,14.5,0.085,-1.0,2.0
1515,2015,13,PHO,Devin Booker,Kentucky,7.0,477.0,11217.0,1865.0,2228.0,0.457,0.357,0.87,23.5,3.9,4.7,29.9,0.089,0.5,10.2
1516,2015,14,OKC,Cameron Payne,Murray State,7.0,279.0,2132.0,624.0,905.0,0.421,0.362,0.83,7.6,2.2,3.2,8.2,0.079,-0.4,2.0
1517,2015,15,ATL,Kelly Oubre Jr.,Kansas,7.0,479.0,5769.0,2074.0,484.0,0.434,0.331,0.749,12.0,4.3,1.0,17.6,0.07,-1.8,0.5
1563,2016,1,PHI,Ben Simmons,LSU,4.0,275.0,4382.0,2217.0,2127.0,0.56,0.147,0.597,15.9,8.1,7.7,30.4,0.156,3.7,13.5
1564,2016,2,LAL,Brandon Ingram,Duke,6.0,368.0,6812.0,1896.0,1412.0,0.461,0.36,0.769,18.5,5.2,3.8,18.7,0.074,-0.3,5.2
1565,2016,3,BOS,Jaylen Brown,California,6.0,403.0,6644.0,1994.0,822.0,0.473,0.373,0.712,16.5,4.9,2.0,24.5,0.102,0.1,6.1
1566,2016,4,PHO,Dragan Bender,,4.0,187.0,1014.0,720.0,237.0,0.399,0.323,0.654,5.4,3.9,1.3,0.5,0.006,-3.9,-1.9
1567,2016,5,MIN,Kris Dunn,Providence,6.0,245.0,1995.0,815.0,1029.0,0.42,0.299,0.739,8.1,3.3,4.2,3.9,0.031,-2.1,-0.2
1568,2016,6,NOP,Buddy Hield,Oklahoma,6.0,468.0,7463.0,2003.0,1180.0,0.43,0.398,0.865,15.9,4.3,2.5,17.1,0.06,0.1,7.3
1569,2016,7,DEN,Jamal Murray,Kentucky,5.0,345.0,5639.0,1258.0,1322.0,0.446,0.367,0.878,16.3,3.6,3.8,20.8,0.096,0.3,6.0
1570,2016,8,SAC,Marquese Chriss,Washington,6.0,292.0,2206.0,1366.0,298.0,0.456,0.29,0.667,7.6,4.7,1.0,6.5,0.058,-2.4,-0.5
1571,2016,9,TOR,Jakob Poeltl,Utah,6.0,416.0,3035.0,2524.0,601.0,0.628,0.667,0.518,7.3,6.1,1.4,28.9,0.165,1.0,6.4
1572,2016,10,MIL,Thon Maker,,5.0,263.0,1216.0,726.0,161.0,0.435,0.327,0.68,4.6,2.8,0.6,6.6,0.087,-2.1,-0.1
1573,2016,11,ORL,Domantas Sabonis,Gonzaga,6.0,415.0,5961.0,3815.0,1493.0,0.534,0.319,0.728,14.4,9.2,3.6,34.6,0.141,1.7,11.1
1574,2016,12,UTA,Taurean Prince,Baylor,6.0,370.0,3899.0,1442.0,647.0,0.416,0.371,0.815,10.5,3.9,1.7,8.3,0.045,-1.8,0.5
1575,2016,13,PHO,Georgios Papagiannis,,2.0,39.0,160.0,123.0,29.0,0.514,0.0,0.857,4.1,3.2,0.7,0.4,0.044,-3.9,-0.2
1576,2016,14,CHI,Denzel Valentine,Michigan State,5.0,256.0,1795.0,857.0,466.0,0.394,0.36,0.787,7.0,3.3,1.8,4.5,0.044,-1.9,0.2
1577,2016,15,DEN,Juancho Hernangómez,,6.0,297.0,1589.0,1008.0,191.0,0.428,0.351,0.681,5.4,3.4,0.6,8.1,0.083,-1.8,0.3
1623,2017,1,PHI,Markelle Fultz,Washington,5.0,131.0,1423.0,425.0,623.0,0.45,0.262,0.708,10.9,3.2,4.8,3.5,0.052,-2.0,0.0
1624,2017,2,LAL,Lonzo Ball,UCLA,5.0,252.0,2995.0,1447.0,1563.0,0.4,0.364,0.578,11.9,5.7,6.2,11.4,0.067,1.0,6.3
1625,2017,3,BOS,Jayson Tatum,Duke,5.0,365.0,7640.0,2420.0,1106.0,0.456,0.383,0.844,20.9,6.6,3.0,35.1,0.138,2.8,14.8
1626,2017,4,PHO,Josh Jackson,Kansas,5.0,291.0,3276.0,1159.0,534.0,0.416,0.292,0.68,11.3,4.0,1.8,-1.7,-0.012,-3.8,-3.1
1627,2017,5,SAC,De'Aaron Fox,Kentucky,5.0,322.0,6148.0,1138.0,2005.0,0.462,0.32,0.725,19.1,3.5,6.2,15.7,0.073,0.1,5.4
1628,2017,6,ORL,Jonathan Isaac,Florida State,3.0,136.0,1269.0,741.0,146.0,0.435,0.33,0.797,9.3,5.4,1.1,6.7,0.091,0.2,2.0
1629,2017,7,MIN,Lauri Markkanen,Arizona,5.0,282.0,4339.0,1904.0,354.0,0.441,0.364,0.85,15.4,6.8,1.3,16.6,0.095,-0.1,4.0
1630,2017,8,NYK,Frank Ntilikina,,5.0,269.0,1395.0,495.0,631.0,0.371,0.331,0.775,5.2,1.8,2.3,0.6,0.006,-4.1,-2.5
1631,2017,9,DAL,Dennis Smith Jr.,NC State,5.0,216.0,2317.0,636.0,917.0,0.402,0.312,0.652,10.7,2.9,4.2,-0.6,-0.005,-2.3,-0.4
1632,2017,10,SAC,Zach Collins,Gonzaga,4.0,182.0,1099.0,767.0,200.0,0.452,0.327,0.743,6.0,4.2,1.1,5.1,0.077,-2.2,-0.2
1633,2017,11,CHO,Malik Monk,Kentucky,5.0,309.0,3176.0,717.0,627.0,0.424,0.355,0.83,10.3,2.3,2.0,5.6,0.043,-1.9,0.1
1634,2017,12,DET,Luke Kennard,Duke,5.0,297.0,2966.0,847.0,603.0,0.449,0.425,0.869,10.0,2.9,2.0,14.2,0.098,-0.3,3.0
1635,2017,13,DEN,Donovan Mitchell,Louisville,5.0,345.0,8234.0,1433.0,1542.0,0.441,0.361,0.833,23.9,4.2,4.5,29.0,0.12,2.4,13.1
1636,2017,14,MIA,Bam Adebayo,Kentucky,5.0,343.0,4617.0,2850.0,1189.0,0.558,0.14,0.741,13.5,8.3,3.5,35.4,0.176,3.0,12.1
1637,2017,15,POR,Justin Jackson,UNC,5.0,255.0,1656.0,637.0,276.0,0.426,0.321,0.799,6.5,2.5,1.1,5.3,0.053,-2.8,-1.0
1683,2018,1,PHO,Deandre Ayton,Arizona,4.0,236.0,3843.0,2485.0,380.0,0.599,0.25,0.754,16.3,10.5,1.6,24.6,0.163,1.1,5.7
1684,2018,2,SAC,Marvin Bagley III,Duke,4.0,166.0,2256.0,1224.0,151.0,0.501,0.291,0.663,13.6,7.4,0.9,7.3,0.085,-2.1,-0.1
1685,2018,3,ATL,Luka Dončić,,4.0,264.0,6962.0,2256.0,2102.0,0.457,0.337,0.737,26.4,8.5,8.0,29.0,0.156,6.8,19.8
1686,2018,4,MEM,Jaren Jackson Jr.,Michigan State,4.0,204.0,3218.0,1050.0,240.0,0.453,0.351,0.791,15.8,5.1,1.2,12.8,0.112,0.0,2.8
1687,2018,5,DAL,Trae Young,Oklahoma,4.0,280.0,7076.0,1085.0,2544.0,0.44,0.355,0.873,25.3,3.9,9.1,26.3,0.134,3.0,11.9
1688,2018,6,ORL,Mo Bamba,Texas,4.0,226.0,1747.0,1372.0,201.0,0.475,0.352,0.685,7.7,6.1,0.9,10.4,0.119,0.2,2.3
1689,2018,7,CHI,Wendell Carter Jr.,Duke,4.0,203.0,2476.0,1803.0,404.0,0.513,0.298,0.731,12.2,8.9,2.0,13.6,0.116,-0.7,1.9
1690,2018,8,CLE,Collin Sexton,Alabama,4.0,218.0,4356.0,663.0,720.0,0.458,0.378,0.827,20.0,3.0,3.3,5.4,0.036,-2.5,-0.9
1691,2018,9,NYK,Kevin Knox,Kentucky,4.0,212.0,1638.0,624.0,172.0,0.369,0.34,0.705,7.7,2.9,0.8,-0.3,-0.004,-4.7,-2.7
1692,2018,10,PHI,Mikal Bridges,Villanova,4.0,309.0,3483.0,1212.0,639.0,0.509,0.374,0.831,11.3,3.9,2.1,24.6,0.122,1.1,7.5
1693,2018,11,CHO,Shai Gilgeous-Alexander,Kentucky,4.0,243.0,4421.0,1088.0,1040.0,0.473,0.348,0.807,18.2,4.5,4.3,17.6,0.109,1.9,7.5
1694,2018,12,LAC,Miles Bridges,Michigan State,4.0,291.0,3893.0,1641.0,656.0,0.473,0.346,0.809,13.4,5.6,2.3,16.0,0.091,-0.2,3.8
1695,2018,13,LAC,Jerome Robinson,Boston College,3.0,113.0,514.0,208.0,131.0,0.363,0.31,0.721,4.5,1.8,1.2,-0.1,-0.003,-4.7,-1.1
1696,2018,14,DEN,Michael Porter Jr.,Missouri,3.0,125.0,1763.0,763.0,133.0,0.518,0.419,0.795,14.1,6.1,1.1,9.6,0.15,2.1,3.1
1697,2018,15,WAS,Troy Brown Jr.,Oregon,4.0,221.0,1408.0,836.0,353.0,0.429,0.337,0.755,6.4,3.8,1.6,4.9,0.058,-2.0,0.0
1743,2019,1,NOP,Zion Williamson,Duke,2.0,85.0,2187.0,591.0,276.0,0.604,0.333,0.683,25.7,7.0,3.2,10.6,0.189,4.9,4.7
1744,2019,2,MEM,Ja Morant,Murray State,3.0,187.0,3961.0,836.0,1337.0,0.474,0.327,0.754,21.2,4.5,7.1,13.7,0.109,1.9,5.9
1745,2019,3,NYK,RJ Barrett,Duke,3.0,198.0,3469.0,1101.0,568.0,0.418,0.357,0.697,17.5,5.6,2.9,5.9,0.042,-2.2,-0.3
1746,2019,4,LAL,De'Andre Hunter,Virginia,3.0,139.0,1831.0,572.0,224.0,0.434,0.359,0.785,13.2,4.1,1.6,2.9,0.033,-3.5,-1.6
1747,2019,5,CLE,Darius Garland,Vanderbilt,3.0,181.0,3142.0,464.0,1141.0,0.443,0.378,0.876,17.4,2.6,6.3,6.2,0.05,-1.2,1.1
1748,2019,6,PHO,Jarrett Culver,Texas Tech,3.0,134.0,890.0,364.0,167.0,0.401,0.283,0.497,6.6,2.7,1.2,-0.1,-0.002,-4.6,-1.5
1749,2019,7,CHI,Coby White,UNC,3.0,195.0,2672.0,696.0,679.0,0.413,0.365,0.851,13.7,3.6,3.5,5.6,0.049,-2.5,-0.6
1750,2019,8,ATL,Jaxson Hayes,Texas,3.0,194.0,1575.0,831.0,134.0,0.634,0.36,0.723,8.1,4.3,0.7,12.5,0.174,0.2,1.9
1751,2019,9,WAS,Rui Hachimura,Gonzaga,3.0,147.0,1913.0,766.0,217.0,0.477,0.36,0.779,13.0,5.2,1.5,5.3,0.061,-2.8,-0.8
1752,2019,10,ATL,Cam Reddish,Duke,3.0,133.0,1399.0,425.0,170.0,0.387,0.325,0.841,10.5,3.2,1.3,1.0,0.015,-3.1,-0.9
1753,2019,11,MIN,Cameron Johnson,UNC,3.0,183.0,1899.0,659.0,254.0,0.44,0.39,0.843,10.4,3.6,1.4,10.9,0.118,1.1,3.5
1754,2019,12,CHO,P.J. Washington,Kentucky,3.0,187.0,2202.0,1071.0,431.0,0.454,0.375,0.702,11.8,5.7,2.3,8.0,0.07,-0.9,1.6
1755,2019,13,MIA,Tyler Herro,Kentucky,3.0,175.0,2925.0,821.0,568.0,0.44,0.385,0.851,16.7,4.7,3.2,7.0,0.064,-0.6,1.9
1756,2019,14,BOS,Romeo Langford,Indiana,3.0,98.0,353.0,184.0,47.0,0.4,0.3,0.633,3.6,1.9,0.5,1.5,0.052,-2.9,-0.3
1757,2019,15,DET,Sekou Doumbouya,,3.0,96.0,542.0,267.0,66.0,0.388,0.256,0.693,5.6,2.8,0.7,-0.4,-0.013,-6.5,-1.8
1803,2020,1,MIN,Anthony Edwards,Georgia,2.0,144.0,2925.0,679.0,486.0,0.429,0.344,0.781,20.3,4.7,3.4,5.1,0.051,-0.4,1.9
1804,2020,2,GSW,James Wiseman,Memphis,1.0,39.0,448.0,226.0,26.0,0.519,0.316,0.628,11.5,5.8,0.7,0.7,0.042,-5.0,-0.6
1805,2020,3,CHO,LaMelo Ball,,2.0,126.0,2311.0,803.0,884.0,0.431,0.378,0.826,18.3,6.4,7.0,8.7,0.107,2.8,4.7
1806,2020,4,CHI,Patrick Williams,Florida State,2.0,88.0,808.0,396.0,114.0,0.49,0.413,0.729,9.2,4.5,1.3,3.3,0.067,-2.3,-0.2
1807,2020,5,CLE,Isaac Okoro,Auburn,2.0,134.0,1234.0,407.0,249.0,0.446,0.315,0.747,9.2,3.0,1.9,5.1,0.059,-3.5,-1.6
1808,2020,6,ATL,Onyeka Okongwu,USC,2.0,98.0,620.0,446.0,71.0,0.672,0.0,0.695,6.3,4.6,0.7,6.1,0.184,0.0,0.8
1809,2020,7,DET,Killian Hayes,,2.0,92.0,629.0,279.0,415.0,0.374,0.268,0.78,6.8,3.0,4.5,-0.6,-0.013,-4.6,-1.5
1810,2020,8,NYK,Obi Toppin,Dayton,2.0,134.0,901.0,406.0,106.0,0.521,0.307,0.753,6.7,3.0,0.8,5.5,0.137,1.0,1.5
1811,2020,9,WAS,Deni Avdija,,2.0,136.0,1027.0,687.0,230.0,0.426,0.316,0.729,7.6,5.1,1.7,3.6,0.054,-2.3,-0.2
1812,2020,10,PHO,Jalen Smith,Maryland,2.0,78.0,523.0,344.0,28.0,0.495,0.317,0.761,6.7,4.4,0.4,2.9,0.127,-1.3,0.2
1813,2020,11,SAS,Devin Vassell,Florida State,2.0,133.0,1213.0,480.0,192.0,0.421,0.357,0.84,9.1,3.6,1.4,4.8,0.077,-0.9,0.8
1814,2020,12,SAC,Tyrese Haliburton,Iowa State,2.0,135.0,1934.0,484.0,937.0,0.473,0.412,0.846,14.3,3.6,6.9,10.5,0.114,2.1,4.6
1815,2020,13,NOP,Kira Lewis Jr.,Alabama,2.0,78.0,484.0,110.0,173.0,0.391,0.298,0.841,6.2,1.4,2.2,0.7,0.028,-3.6,-0.5
1816,2020,14,BOS,Aaron Nesmith,Vanderbilt,2.0,98.0,414.0,216.0,45.0,0.417,0.318,0.796,4.2,2.2,0.5,1.5,0.058,-3.7,-0.5
1817,2020,15,ORL,Cole Anthony,UNC,2.0,112.0,1667.0,569.0,561.0,0.393,0.337,0.846,14.9,5.1,5.0,1.6,0.023,-2.0,0.0
1863,2021,1,DET,Cade Cunningham,Oklahoma State,1.0,64.0,1114.0,354.0,356.0,0.416,0.314,0.845,17.4,5.5,5.6,-0.5,-0.011,-1.6,0.2
1864,2021,2,HOU,Jalen Green,,1.0,67.0,1157.0,226.0,176.0,0.426,0.343,0.797,17.3,3.4,2.6,0.7,0.015,-2.9,-0.5
1865,2021,3,CLE,Evan Mobley,USC,1.0,69.0,1034.0,570.0,174.0,0.508,0.25,0.663,15.0,8.3,2.5,5.2,0.107,0.6,1.5
1866,2021,4,TOR,Scottie Barnes,Florida State,1.0,74.0,1134.0,557.0,256.0,0.492,0.301,0.735,15.3,7.5,3.5,6.6,0.122,0.9,1.9
1867,2021,5,ORL,Jalen Suggs,Gonzaga,1.0,48.0,564.0,171.0,209.0,0.361,0.214,0.773,11.8,3.6,4.4,-1.6,-0.06,-5.6,-1.2
1868,2021,6,OKC,Josh Giddey,,1.0,54.0,674.0,421.0,345.0,0.419,0.263,0.709,12.5,7.8,6.4,0.4,0.01,-1.0,0.4
1869,2021,7,GSW,Jonathan Kuminga,,1.0,70.0,652.0,234.0,64.0,0.513,0.336,0.684,9.3,3.3,0.9,3.0,0.123,-1.5,0.1
1870,2021,8,ORL,Franz Wagner,Michigan,1.0,79.0,1197.0,356.0,231.0,0.468,0.354,0.863,15.2,4.5,2.9,4.0,0.079,-0.7,0.8
1871,2021,9,SAC,Davion Mitchell,Baylor,1.0,75.0,861.0,166.0,313.0,0.418,0.316,0.659,11.5,2.2,4.2,0.1,0.003,-3.8,-0.9
1872,2021,10,NOP,Ziaire Williams,Stanford,1.0,62.0,501.0,129.0,65.0,0.45,0.314,0.782,8.1,2.1,1.0,2.2,0.08,-3.0,-0.3
1873,2021,11,CHO,James Bouknight,UConn,1.0,31.0,142.0,52.0,26.0,0.348,0.347,0.871,4.6,1.7,0.8,0.0,0.001,-7.1,-0.4
1874,2021,12,SAS,Joshua Primo,Alabama,1.0,50.0,288.0,113.0,81.0,0.374,0.307,0.746,5.8,2.3,1.6,0.0,0.001,-5.0,-0.7
1875,2021,13,IND,Chris Duarte,Oregon,1.0,55.0,720.0,226.0,114.0,0.432,0.369,0.804,13.1,4.1,2.1,0.9,0.029,-2.3,-0.1
1876,2021,14,GSW,Moses Moody,Arkansas,1.0,52.0,228.0,80.0,23.0,0.437,0.364,0.778,4.4,1.5,0.4,1.3,0.101,-2.5,-0.1
1877,2021,15,WAS,Corey Kispert,Gonzaga,1.0,77.0,634.0,209.0,85.0,0.455,0.35,0.871,8.2,2.7,1.1,2.3,0.061,-2.3,-0.1
